Dummy Policy No,ASSURED_AGE,NOMINEE_RELATION,OCCUPATION,POLICY SUMASSURED,Premium,PREMIUMPAYMENTMODE,Annual Income,HOLDERMARITALSTATUS,INDIV_REQUIREMENTFLAG,Policy Term,Policy Payment Term,CORRESPONDENCECITY,CORRESPONDENCESTATE,CORRESPONDENCEPOSTCODE,Product Type,CHANNEL,Bank code,POLICYRISKCOMMENCEMENTDATE,Date of Death,INTIMATIONDATE,STATUS,SUB_STATUS,Fraud Category
113,18,Father,Student,"  4,200,000 ","  600,000 ",Yearly,"  2,000,000 ",Single,Non Medical,10,10,LUDHIANA,Punjab,141008,ULIP,Bancassurance,1,18-05-2023,-,-,Inforce,-,Document Tampering
114,23,Father,Student,"  4,200,000 ","  600,000 ",Yearly,"  2,000,000 ",Single,Non Medical,10,10,REWARI,Haryana,123401,ULIP,Bancassurance,1,26-06-2023,-,-,Inforce,-,Document Tampering
115,18,Father,Student,"  4,200,000 ","  600,000 ",Yearly,"  1,500,000 ",Single,Non Medical,10,10,SIRMAUR,Himachal Pradesh,173025,ULIP,Bancassurance,1,30-06-2023,-,-,Inforce,-,Document Tampering
116,18,Father,Student,"  4,200,000 ","  600,000 ",Yearly,"  1,500,000 ",Single,Non Medical,10,10,MOGA,Punjab,142001,ULIP,Bancassurance,1,17-07-2023,-,-,Inforce,-,Document Tampering
117,13,Spouse,Retired,"  4,200,000 ","  600,000 ",Yearly,"  2,160,000 ",Married,Non Medical,10,10,Jalandhar,Punjab,144002,ULIP,Bancassurance,1,14-08-2023,-,-,Inforce,-,Document Tampering
118,20,Father,Student,"  4,200,000 ","  600,000 ",Yearly,"  2,400,000 ",Single,Non Medical,10,10,-,-,-,ULIP,Bancassurance,1,23-08-2023,-,-,Inforce,-,Document Tampering
119,19,Father,Student,"  4,200,000 ","  600,000 ",Yearly,"  2,000,000 ",Single,Non Medical,10,10,-,-,-,ULIP,Bancassurance,1,28-08-2023,-,-,Inforce,-,Document Tampering
120,22,Father,Student,"  4,200,000 ","  600,000 ",Yearly,"  3,000,000 ",Married,Non Medical,10,10,Ambala,Haryana,134003,ULIP,Bancassurance,1,12-09-2023,-,-,Inforce,-,Document Tampering
121,13,Spouse,Retired,"  4,200,000 ","  600,000 ",Yearly,"  2,160,000 ",Married,Non Medical,10,10,Jalandhar,Punjab,144002,ULIP,Bancassurance,1,18-09-2023,-,-,Inforce,-,Document Tampering
122,25,Mother,Student,"  4,200,000 ","  600,000 ",Yearly,"  2,400,000 ",Single,Non Medical,10,10,Patiala,Punjab,147001,ULIP,Bancassurance,1,12-10-2023,-,-,Inforce,-,Document Tampering
123,20,Mother,Student,"  3,150,000 ","  511,250 ",Yearly,"  2,550,000 ",Single,Non Medical,12,10,SOLAN,Himachal Pradesh,173212,Traditional,Bancassurance,1,09-08-2023,-,-,Inforce,-,Document Tampering
124,22,Father,Student,"  3,150,000 ","  511,250 ",Yearly,"  2,000,000 ",Single,Non Medical,12,10,Solan,Himachal Pradesh,173212,Traditional,Bancassurance,1,09-08-2023,-,-,Inforce,-,Document Tampering
125,25,Mother,Business,"  2,520,000 ","  306,750 ",Yearly,"  1,600,000 ",Single,Non Medical,15,10,Solan,Himachal Pradesh,173212,Traditional,Bancassurance,1,20-09-2023,-,-,Inforce,-,Document Tampering
126,11,Spouse,Service,"  5,225,000 ","  485,688 ",Yearly,"  1,500,000 ",Married,Non Medical,36,10,CHANDIGARH,Chandigarh,160023,Traditional,Bancassurance,1,06-05-2023,-,-,Inforce,-,Document Tampering
127,13,Spouse,Housewife,"  5,225,000 ","  485,688 ",Yearly,"  1,300,000 ",Married,Non Medical,36,10,CHANDIGARH,Chandigarh,160047,Traditional,Bancassurance,1,23-05-2023,-,-,Inforce,-,Document Tampering
128,10,Spouse,Business,"  5,225,000 ","  485,688 ",Yearly,"  1,500,000 ",Married,Non Medical,36,10,SOLAN,Himachal Pradesh,173220,Traditional,Bancassurance,1,20-06-2023,-,-,Inforce,-,Document Tampering
129,53,Wife,Service,"  100,000 ","  18,920 ",Yearly,"  600,000 ",Married,Non Medical,7,10,TIRUCHIRAPPALLI,Tamil Nadu,620011,Traditional,Bancassurance,1,06-12-2021,-,-,Cancellation,Other Reason,Misrepresentation
130,51,Wife,Service,"  100,000 ","  18,708 ",Yearly,"  600,000 ",Married,Non Medical,7,10,BARPETA,Assam,781315,Traditional,Bancassurance,1,21-05-2022,-,-,Cancellation,Other Reason,Misrepresentation
131,57,Wife,Service,"  150,000 ","  29,193 ",Yearly,"  480,000 ",Married,Medical,7,10,NALBARI,Assam,781346,Traditional,Bancassurance,1,16-03-2023,-,-,Cancellation,Other Reason,Misrepresentation
132,46,Husband,Service,"  400,000 ","  72,264 ",Yearly,"  1,200,000 ",Married,Non Medical,7,10,Dhar,Madhya Pradesh,454001,Traditional,Retail Agency,,25-05-2023,-,-,Cancellation,Other Reason,Misrepresentation
133,47,Wife,Service,"  270,000 ","  49,964 ",Monthly,"  800,000 ",Married,Non Medical,7,10,-,-,-,Traditional,Retail Agency,,17-08-2023,-,-,Cancellation,Other Reason,Misrepresentation
134,34,Wife,Agriculturist,"  150,000 ","  15,000 ",Yearly,"  360,000 ",Married,Non Medical,10,10,Mahasamund,Chhattisgarh,493554,ULIP,Bancassurance,3,31-12-2022,-,-,Cancellation,Other Reason,Misrepresentation
135,39,Wife,Service,"  300,000 ","  30,000 ",Yearly,"  300,000 ",Married,Non Medical,10,10,Etah,Uttar Pradesh,207403,ULIP,Bancassurance,1,03-02-2023,-,-,Cancellation,Other Reason,Misrepresentation
136,38,Spouse,Agriculturist,"  240,000 ","  24,000 ",Half yearly,"  180,000 ",Married,Non Medical,15,10,Chittorgarh,Rajasthan,312601,ULIP,Retail Agency,,31-12-2023,-,-,Cancellation,Other Reason,Misrepresentation
137,39,Wife,Profession,"  275,000 ","  5,000 ",Yearly,"  720,000 ",Married,Non Medical,15,10,-,_Others,-,Traditional,Retail Agency,,25-03-2021,-,-,Cancellation,Other Reason,Misrepresentation
138,42,Spouse,Business,"  200,000 ","  5,000 ",Yearly,"  240,000 ",Married,Non Medical,15,10,Cachar,Assam,788025,Traditional,Retail Agency,,07-05-2021,-,-,Cancellation,Other Reason,Misrepresentation
139,54,Son,Business,"  30,000 ","  1,500 ",Yearly,"  180,000 ",Married,Non Medical,10,10,Ambala,Haryana,133001,Traditional,Retail Agency,,12-05-2021,-,-,Cancellation,Other Reason,Misrepresentation
140,30,Wife,Self-Employed,"  475,000 ","  5,000 ",Yearly,"  180,000 ",Married,Non Medical,15,10,Murshidabad,West Bengal,742159,Traditional,Retail Agency,,10-06-2021,-,-,Cancellation,Other Reason,Misrepresentation
141,44,Wife,Agriculturist,"  200,000 ","  5,000 ",Yearly,"  300,000 ",Married,Non Medical,15,10,Palamau,Jharkhand,822123,Traditional,Bancassurance,4,21-06-2021,-,-,Cancellation,Other Reason,Misrepresentation
142,40,Wife,Self-Employed,"  275,000 ","  5,000 ",Yearly,"  180,000 ",Married,Non Medical,15,10,Birbhum,West Bengal,731220,Traditional,Retail Agency,,18-06-2021,-,-,Cancellation,Other Reason,Document Tampering
143,39,Son,Self-Employed,"  275,000 ","  5,000 ",Yearly,"  210,000 ",Married,Non Medical,15,10,Murshidabad,West Bengal,742147,Traditional,Retail Agency,,16-08-2021,-,-,Cancellation,Other Reason,Misrepresentation
144,33,Daughter,Service,"  350,000 ","  5,000 ",Yearly,"  360,000 ",Married,Non Medical,15,10,Ajmer,Rajasthan,305901,Traditional,Retail Agency,,13-09-2021,-,-,Cancellation,Other Reason,Misrepresentation
145,25,Husband,Housewife,"  475,000 ","  5,000 ",Yearly,"  350,000 ",Married,Non Medical,15,10,BHARATPUR,Rajasthan,321023,Traditional,Retail Agency,,05-10-2021,-,-,Cancellation,Other Reason,Misrepresentation
146,54,Son,Self-Employed,"  100,000 ","  5,000 ",Yearly,"  288,000 ",Married,Non Medical,15,10,VAISHALI,Bihar,844102,Traditional,Retail Agency,,18-02-2022,-,-,Cancellation,Other Reason,Misrepresentation
147,39,Wife,Business,"  275,000 ","  5,000 ",Yearly,"  240,000 ",Married,Non Medical,15,10,DEOGHAR,Jharkhand,814143,Traditional,Retail Agency,,16-03-2022,-,-,Cancellation,Other Reason,Misrepresentation
148,49,Son,Agriculturist,"  150,000 ","  5,000 ",Yearly,"  240,000 ",Married,Non Medical,15,10,Madhubani,Bihar,847230,Traditional,Retail Agency,,29-04-2022,-,-,Cancellation,Other Reason,Misrepresentation
149,43,Wife,Agriculturist,"  175,000 ","  5,000 ",Yearly,"  300,000 ",Married,Non Medical,10,10,Jalore,Rajasthan,343032,Traditional,Bancassurance,1,27-03-2022,-,-,Cancellation,Other Reason,Misrepresentation
150,55,Son,Business,"  100,000 ","  5,000 ",Yearly,"  300,000 ",Married,Non Medical,10,10,GUWAHATI,Assam,781037,Traditional,Retail Agency,,04-04-2022,-,-,Cancellation,Other Reason,Misrepresentation
151,40,Son,Business,"  250,000 ","  5,000 ",Yearly,"  240,000 ",Married,Non Medical,10,10,DURG,Chhattisgarh,491001,Traditional,Retail Agency,,08-04-2022,-,-,Cancellation,Other Reason,Misrepresentation
152,47,Son,Agriculturist,"  150,000 ","  5,000 ",Yearly,"  240,000 ",Married,Non Medical,15,10,CACHAR,Assam,788025,Traditional,Retail Agency,,19-04-2022,-,-,Cancellation,Other Reason,Misrepresentation
153,50,Wife,Service,"  150,000 ","  5,000 ",Yearly,"  250,000 ",Married,Non Medical,15,10,NOWGONG,Assam,782002,Traditional,Retail Agency,,31-05-2022,-,-,Cancellation,Other Reason,Misrepresentation
154,33,Mother,Business,"  325,000 ","  5,000 ",Yearly,"  240,000 ",Married,Non Medical,10,10,Rajsamand,Rajasthan,305921,Traditional,Retail Agency,,06-06-2022,-,-,Cancellation,Other Reason,Misrepresentation
155,27,Wife,Business,"  475,000 ","  5,000 ",Yearly,"  252,000 ",Married,Non Medical,15,10,BIRBHUM,West Bengal,731243,Traditional,Retail Agency,,09-06-2022,-,-,Cancellation,Other Reason,Misrepresentation
156,47,Daughter,Self-Employed,"  150,000 ","  5,000 ",Yearly,"  249,000 ",Married,Non Medical,15,10,Birbhum,West Bengal,731241,Traditional,Retail Agency,,07-06-2022,-,-,Cancellation,Other Reason,Misrepresentation
157,34,Wife,Agriculturist,"  325,000 ","  5,000 ",Yearly,"  144,000 ",Married,Non Medical,10,10,HISAR,Haryana,125121,Traditional,Bancassurance,1,20-06-2022,-,-,Cancellation,Other Reason,Misrepresentation
158,44,Wife,Service,"  200,000 ","  5,000 ",Yearly,"  300,000 ",Married,Non Medical,15,10,Birbhum,West Bengal,731224,Traditional,Retail Agency,,28-06-2022,-,-,Cancellation,Other Reason,Misrepresentation
159,53,Wife,Retired,"  100,000 ","  5,000 ",Yearly,"  1,660,000 ",Married,Non Medical,15,10,BIRBHUM,West Bengal,731224,Traditional,Retail Agency,,12-07-2022,-,-,Cancellation,Other Reason,Misrepresentation
160,26,Father,Self-Employed,"  475,000 ","  5,000 ",Yearly,"  249,000 ",Married,Non Medical,15,10,Birbhum,West Bengal,731220,Traditional,Retail Agency,,20-07-2022,-,-,Cancellation,Other Reason,Misrepresentation
161,38,Wife,Business,"  275,000 ","  5,000 ",Yearly,"  300,000 ",Married,Medical,15,10,RAMPUR,Uttar Pradesh,244901,Traditional,Retail Agency,,22-08-2022,-,-,Cancellation,Other Reason,Misrepresentation
162,32,Wife,Business,"  350,000 ","  5,000 ",Yearly,"  310,000 ",Married,Non Medical,15,10,BIRBHUM,West Bengal,731234,Traditional,Retail Agency,,11-08-2022,-,-,Cancellation,Other Reason,Misrepresentation
163,41,Wife,Agriculturist,"  200,000 ","  5,000 ",Yearly,"  180,000 ",Married,Non Medical,15,10,BANASKANTHA,Gujarat,385565,Traditional,Retail Agency,,18-08-2022,-,-,Cancellation,Other Reason,Misrepresentation
164,46,Son,Housewife,"  150,000 ","  5,000 ",Yearly,"  300,000 ",Married,Non Medical,15,10,NEW DELHI,Delhi,110077,Traditional,Retail Agency,,30-08-2022,-,-,Cancellation,Other Reason,Misrepresentation
165,30,Father,Profession,"  475,000 ","  5,000 ",Yearly,"  300,000 ",Single,Medical,15,10,RAMPUR,Uttar Pradesh,244901,Traditional,Retail Agency,,05-09-2022,-,-,Cancellation,Other Reason,Misrepresentation
166,36,Wife,Business,"  275,000 ","  5,000 ",Yearly,"  240,000 ",Married,Non Medical,15,10,MURSHIDABAD,West Bengal,742148,Traditional,Retail Agency,,12-09-2022,-,-,Cancellation,Other Reason,Misrepresentation
167,50,Wife,Agriculturist,"  150,000 ","  5,000 ",Yearly,"  240,000 ",Married,Non Medical,15,10,Tiruvarur,Tamil Nadu,614708,Traditional,Retail Agency,,20-09-2022,-,-,Cancellation,Other Reason,Misrepresentation
168,38,Husband,Business,"  275,000 ","  5,000 ",Yearly,"  225,000 ",Married,Non Medical,15,10,BIRBHUM,West Bengal,731216,Traditional,Retail Agency,,23-09-2022,-,-,Cancellation,Other Reason,Misrepresentation
169,45,Wife,Business,"  200,000 ","  5,000 ",Yearly,"  225,000 ",Married,Non Medical,15,10,BIRBHUM,West Bengal,731213,Traditional,Retail Agency,,22-09-2022,-,-,Cancellation,Other Reason,Misrepresentation
170,32,Wife,Business,"  325,000 ","  5,000 ",Yearly,"  180,000 ",Married,Non Medical,10,10,MURSHIDABAD,West Bengal,742202,Traditional,Institutional Alliance,,12-11-2022,-,-,Cancellation,Other Reason,Misrepresentation
171,55,Wife,Profession,"  100,000 ","  5,000 ",Yearly,"  360,000 ",Married,Non Medical,15,10,PURI,Odisha,752050,Traditional,Retail Agency,,14-11-2022,-,-,Cancellation,Other Reason,Misrepresentation
172,49,Wife,Business,"  150,000 ","  5,000 ",Yearly,"  215,000 ",Married,Non Medical,15,10,BIRBHUM,West Bengal,731224,Traditional,Retail Agency,,26-11-2022,-,-,Cancellation,Other Reason,Misrepresentation
173,43,Wife,Agriculturist,"  87,500 ","  2,500 ",Yearly,"  150,000 ",Married,Non Medical,10,10,BIRBHUM,West Bengal,731213,Traditional,Institutional Alliance,,05-12-2022,-,-,Cancellation,Other Reason,Misrepresentation
174,49,Son,Self-Employed,"  150,000 ","  5,000 ",Yearly,"  300,000 ",Married,Medical,15,10,KHAMMAM,Telangana,507316,Traditional,Retail Agency,,31-12-2022,-,-,Cancellation,Other Reason,Misrepresentation
175,43,Spouse,Self-Employed,"  70,000 ","  2,000 ",Yearly,"  240,000 ",Married,Non Medical,10,10,ADILABAD,Telangana,504001,Traditional,Institutional Alliance,,02-12-2022,-,-,Cancellation,Other Reason,Misrepresentation
176,44,Son,Self-Employed,"  200,000 ","  5,000 ",Yearly,"  180,000 ",Married,Non Medical,15,10,PRAKASAM,Andhra Pradesh,523001,Traditional,Institutional Alliance,,15-12-2022,-,-,Cancellation,Other Reason,Misrepresentation
177,49,Spouse,Agriculturist,"  125,000 ","  5,000 ",Yearly,"  300,000 ",Married,Medical,10,10,BAREILLY,Uttar Pradesh,243201,Traditional,Institutional Alliance,,04-01-2023,-,-,Cancellation,Other Reason,Misrepresentation
178,27,Brother,Service,"  475,000 ","  5,000 ",Yearly,"  200,000 ",Single,Non Medical,15,10,MORADABAD,Uttar Pradesh,244602,Traditional,Retail Agency,,23-12-2022,-,-,Cancellation,Other Reason,Misrepresentation
179,46,Wife,Business,"  150,000 ","  5,000 ",Yearly,"  240,000 ",Married,Non Medical,15,10,EAST CHAMPARAN,Bihar,845416,Traditional,Retail Agency,,26-12-2022,-,-,Cancellation,Other Reason,Misrepresentation
180,50,Daughter,Housewife,"  150,000 ","  5,000 ",Yearly,"  259,000 ",Married,Non Medical,15,10,MIDNAPUR,West Bengal,721632,Traditional,Retail Agency,,31-12-2022,-,-,Cancellation,Other Reason,Misrepresentation
181,39,Son,Business,"  275,000 ","  5,000 ",Yearly,"  235,000 ",Married,Non Medical,15,10,BIRBHUM,West Bengal,731238,Traditional,Retail Agency,,04-01-2023,-,-,Cancellation,Other Reason,Misrepresentation
182,36,Spouse,Business,"  275,000 ","  5,000 ",Yearly,"  540,000 ",Married,Non Medical,15,10,KARBI ANGLONG,Assam,782480,Traditional,Retail Agency,,10-01-2023,-,-,Cancellation,Other Reason,Misrepresentation
183,55,Wife,Business,"  100,000 ","  5,000 ",Yearly,"  240,000 ",Married,Non Medical,15,10,MUZAFFARPUR,Bihar,843122,Traditional,Retail Agency,,10-01-2023,-,-,Cancellation,Other Reason,Misrepresentation
184,37,Wife,Agriculturist,"  275,000 ","  5,000 ",Yearly,"  360,000 ",Married,Non Medical,15,10,MEERUT,Uttar Pradesh,250406,Traditional,Retail Agency,,13-01-2023,-,-,Cancellation,Other Reason,Misrepresentation
185,40,Wife,Business,"  275,000 ","  5,000 ",Yearly,"  400,000 ",Married,Non Medical,15,10,Siddharthnagar,Uttar Pradesh,272192,Traditional,Retail Agency,,20-01-2023,-,-,Cancellation,Other Reason,Misrepresentation
186,55,Daughter,Agriculturist,"  100,000 ","  5,000 ",Yearly,"  240,000 ",Married,Non Medical,15,10,East Champaran,Bihar,845432,Traditional,Retail Agency,,21-01-2023,-,-,Cancellation,Other Reason,Misrepresentation
187,54,Wife,Business,"  100,000 ","  5,000 ",Yearly,"  310,000 ",Married,Non Medical,10,10,Murshidabad,West Bengal,742135,Traditional,Retail Agency,,23-01-2023,-,-,Cancellation,Other Reason,Misrepresentation
188,33,Spouse,Agriculturist,"  350,000 ","  5,000 ",Yearly,"  276,000 ",Married,Medical,15,10,Warangal,Telangana,506330,Traditional,Retail Agency,,25-01-2023,-,-,Cancellation,Other Reason,Misrepresentation
189,35,Mother,Self-Employed,"  350,000 ","  5,000 ",Yearly,"  300,000 ",Single,Non Medical,15,10,Vaishali,Bihar,844126,Traditional,Retail Agency,,29-01-2023,-,-,Cancellation,Other Reason,Misrepresentation
190,46,Son,Business,"  150,000 ","  5,000 ",Yearly,"  240,000 ",Married,Non Medical,15,10,Bhagalpur,Bihar,813209,Traditional,Retail Agency,,30-01-2023,-,-,Cancellation,Other Reason,Misrepresentation
191,55,Son,Profession,"  30,000 ","  1,500 ",Yearly,"  310,000 ",Married,Non Medical,15,10,Burdwan,West Bengal,713422,Traditional,Bancassurance,1,08-02-2023,-,-,Cancellation,Other Reason,Misrepresentation
192,42,Spouse,Business,"  200,000 ","  5,000 ",Yearly,"  260,000 ",Married,Non Medical,15,10,East Champaran,Bihar,845302,Traditional,Retail Agency,,31-01-2023,-,-,Cancellation,Other Reason,Misrepresentation
193,46,Sister,Business,"  125,000 ","  5,000 ",Yearly,"  300,000 ",Single,Non Medical,10,10,West Godavari,Andhra Pradesh,534199,Traditional,Retail Agency,,10-02-2023,-,-,Cancellation,Other Reason,Misrepresentation
194,38,Spouse,Housewife,"  275,000 ","  5,000 ",Yearly,"  245,000 ",Married,Non Medical,15,10,Bhagalpur,Bihar,812001,Traditional,Retail Agency,,08-02-2023,-,-,Cancellation,Other Reason,Misrepresentation
195,53,Wife,Service,"  100,000 ","  5,000 ",Yearly,"  300,000 ",Married,Non Medical,15,10,Vishakapatnam,Andhra Pradesh,530028,Traditional,Retail Agency,,10-02-2023,-,-,Cancellation,Other Reason,Misrepresentation
196,45,Wife,Business,"  200,000 ","  5,000 ",Yearly,"  300,000 ",Married,Non Medical,15,10,Muzaffarpur,Bihar,842003,Traditional,Retail Agency,,18-02-2023,-,-,Cancellation,Other Reason,Misrepresentation
197,46,Wife,Agriculturist,"  150,000 ","  5,000 ",Yearly,"  420,000 ",Married,Medical,15,10,Anantapur,Andhra Pradesh,515591,Traditional,Retail Agency,,10-03-2023,-,-,Cancellation,Other Reason,Misrepresentation
198,50,Spouse,Agriculturist,"  125,000 ","  5,000 ",Yearly,"  240,000 ",Married,Non Medical,10,10,Sidhi,Madhya Pradesh,486886,Traditional,Retail Agency,,28-02-2023,-,-,Cancellation,Other Reason,Misrepresentation
199,48,Spouse,Service,"  125,000 ","  5,000 ",Yearly,"  600,000 ",Married,Non Medical,10,10,Cuddapah,Andhra Pradesh,516004,Traditional,Retail Agency,,06-03-2023,-,-,Cancellation,Other Reason,Misrepresentation
200,37,Wife,Business,"  275,000 ","  5,000 ",Yearly,"  238,000 ",Married,Non Medical,15,10,BIRBHUM,West Bengal,731237,Traditional,Retail Agency,,08-03-2023,-,-,Cancellation,Other Reason,Misrepresentation
201,38,Wife,Self-Employed,"  275,000 ","  5,000 ",Yearly,"  250,000 ",Married,Non Medical,15,10,RAIPUR,Chhattisgarh,492001,Traditional,Retail Agency,,14-03-2023,-,-,Cancellation,Other Reason,Misrepresentation
202,44,Spouse,Profession,"  200,000 ","  5,000 ",Yearly,"  300,000 ",Married,Medical,15,10,GANJAM,Odisha,761031,Traditional,Retail Agency,,22-03-2023,-,-,Cancellation,Other Reason,Misrepresentation
203,50,Wife,Business,"  150,000 ","  5,000 ",Yearly,"  360,000 ",Married,Non Medical,15,10,SAMASTIPUR,Bihar,848237,Traditional,Retail Agency,,24-03-2023,-,-,Cancellation,Other Reason,Misrepresentation
204,52,Spouse,Business,"  100,000 ","  5,000 ",Yearly,"  300,000 ",Married,Non Medical,15,10,JAIPUR,Rajasthan,302003,Traditional,Retail Agency,,25-03-2023,-,-,Cancellation,Other Reason,Misrepresentation
205,38,Wife,Business,"  275,000 ","  5,000 ",Yearly,"  250,000 ",Married,Non Medical,15,10,MUZAFFARPUR,Bihar,843118,Traditional,Retail Agency,,25-03-2023,-,-,Cancellation,Other Reason,Misrepresentation
206,39,Wife,Self-Employed,"  250,000 ","  5,000 ",Yearly,"  325,000 ",Married,Medical,10,10,KHAMMAM,Telangana,507160,Traditional,Retail Agency,,29-03-2023,-,-,Cancellation,Other Reason,Misrepresentation
207,36,Husband,Business,"  275,000 ","  5,000 ",Yearly,"  300,000 ",Married,Non Medical,15,10,ANANTAPUR,Andhra Pradesh,515671,Traditional,Retail Agency,,28-03-2023,-,-,Cancellation,Other Reason,Misrepresentation
208,44,Wife,Business,"  200,000 ","  5,000 ",Yearly,"  300,000 ",Married,Non Medical,15,10,MUZAFFARPUR,Bihar,843122,Traditional,Retail Agency,,29-03-2023,-,-,Cancellation,Other Reason,Misrepresentation
209,45,Son,Business,"  200,000 ","  5,000 ",Yearly,"  420,000 ",Married,Non Medical,15,10,KARBI ANGLONG,Assam,782480,Traditional,Retail Agency,,04-04-2023,-,-,Cancellation,Other Reason,Misrepresentation
210,43,Wife,Business,"  175,000 ","  5,000 ",Yearly,"  360,000 ",Married,Non Medical,10,10,KARBI ANGLONG,Assam,782448,Traditional,Retail Agency,,05-04-2023,-,-,Cancellation,Other Reason,Misrepresentation
211,48,Wife,Agriculturist,"  150,000 ","  5,000 ",Yearly,"  300,000 ",Married,Non Medical,15,10,NIZAMABAD,Telangana,503218,Traditional,Retail Agency,,18-04-2023,-,-,Cancellation,Other Reason,Misrepresentation
212,41,Spouse,Self-Employed,"  200,000 ","  5,000 ",Yearly,"  120,000 ",Married,Non Medical,15,10,AHMEDABAD,Gujarat,380021,Traditional,Retail Agency,,12-04-2023,-,-,Cancellation,Other Reason,Misrepresentation
213,43,Son,Agriculturist,"  175,000 ","  5,000 ",Yearly,"  396,000 ",Married,Non Medical,10,10,BATHINDA,Punjab,151509,Traditional,Bancassurance,1,15-04-2023,-,-,Cancellation,Other Reason,Misrepresentation
214,47,Son,Agriculturist,"  150,000 ","  5,000 ",Yearly,"  250,000 ",Married,Non Medical,15,10,SIWAN,Bihar,841235,Traditional,Retail Agency,,29-04-2023,-,-,Cancellation,Other Reason,Misrepresentation
215,43,Son,Business,"  200,000 ","  5,000 ",Yearly,"  215,000 ",Married,Non Medical,15,10,BIRBHUM,West Bengal,731224,Traditional,Retail Agency,,03-05-2023,-,-,Cancellation,Other Reason,Misrepresentation
216,54,Son,Service,"  100,000 ","  5,000 ",Yearly,"  600,000 ",Married,Non Medical,15,10,Jhalawar,Rajasthan,326001,Traditional,Retail Agency,,04-05-2023,-,-,Cancellation,Other Reason,Misrepresentation
